,author_last,author_first,title,year,genre_3,filename,beginnings
249,Riesbeck, Johann Kaspar,Briefe über das Mönchswesen,1780,"Romane, Novellen und Erzählungen",Johann_Jakob_Brechter_-_Briefe_über_das_Mönchswesen.txt,"Gott sey Dank, daß einmal das Jubiläum vorbey ist, und ich meinem l. Herrn Bruder, nach einem halbjährigen Verzug, ein vertrautes Wort zu schreiben die Zeit finde."
250,Christ,Lena,Mathias Bichler,1914,"Romane, Novellen und Erzählungen",Lena_Christ_-_Mathias_Bichler.txt,"Es schickte sich um Laurenzi desselben Jahres, da ich wieder auf der Alm saß, daß unsere Schwaigerin, die Hosennandl, über allerhand Beschwernisse und Gebresten klagte und mit Schmerzen die Zeit herbeisehnte, wo wir wieder heimtreiben durften von der Alm."
251,Mann,Thomas,Tod in Venedig,1911,"Romane, Novellen und Erzählungen","Mann,_Thomas_-_Der_Tod_in_Venedig-12108.txt","Gustav Aschenbach oder von Aschenbach, wie seit seinem fünfzigsten Geburtstag amtlich sein Name lautete, hatte an einem Frühlingsnachmittag des Jahres 19.., das unserem Kontinent monatelang eine so gefahrdrohende Miene zeigte, von seiner Wohnung in der Prinz-Regentenstraße zu München aus, allein einen weiteren Spaziergang unternommen."
252,Musil, Robert,Der Mann ohne Eigenschaften. Zweites Buch,1932,"Romane, Novellen und Erzählungen",Robert_Musil_-_Der_Mann_ohne_Eigenschaften._Zweites_Buch.txt,"Die vergessene Schwester Als Ulrich gegen Abend des gleichen Tags in . . . * ankam und aus dem Bahnhof trat, lag ein breiter, seichter Platz vor ihm, der an beiden Enden in Straßen auslief und eine beinahe schmerzliche Wirkung auf sein Gedächtnis ausübte, wie es einer Landschaft eigentümlich ist, die man schon oft gesehen und wieder vergessen hat."
253,Baudissin, Ulrich Graf,Der Albatros. Vierter Band,1864,"Romane, Novellen und Erzählungen",Graf_Ulrich_Baudissin_-_Der_Albatros._Vierter_Band.txt,Der folgende Tag verlief in dem Lüders'schen Hause noch stiller und trauriger als gewöhnlich. 
254,Paalzow, Henriette,Jakob van der Nees. Dritter Theil. Floripes,1844,"Romane, Novellen und Erzählungen",Henriette_Paalzow_-_Jakob_van_der_Nees._Dritter_Theil._Floripes.txt,Um das Jahr 1649 kehren wir nach Amsterdam in das alte Purmurandsche Haus zurück.
255,Müller-Guttenbrunn,Adam,Die Glocken der Heimat,1910,"Romane, Novellen und Erzählungen",Adam_Müller_Guttenbrunn_-_Die_Glocken_der_Heimat.txt,Das Schwabendorf lag still und friedlich in der warmen Aprilsonne.
256,Schnitzler, Arthur,Sterben,1892,"Romane, Novellen und Erzählungen",Arthur_Schnitzler_-_Sterben.txt,"Die Dämmerung nahte schon, und Marie erhob sich von der Bank, auf der sie eine halbe Stunde lang gesessen hatte, anfangs in ihrem Buche lesend, dann aber den Blick auf den Eingang der Allee gerichtet, durch die Felix zu kommen pflegte."
257,Werfel, Franz,Eine blaßblaue Frauenschrift,1941,"Romane, Novellen und Erzählungen",Franz_Werfel_-_Eine_blaßblaue_Frauenschrift.txt,Die Post lag auf dem Frühstückstisch.
258,Meyer, Conrad Ferdinand,Das Amulett,1873,"Romane, Novellen und Erzählungen",C._F._Meyer_-_Das_Amulett.txt,"Heute am vierzehnten März 1611 ritt ich von meinem Sitze am Bieler See hinüber nach Courtion zu dem alten Boccard, den Handel um eine mir gehörige mit Eichen und Buchen bestandene Halde in der Nähe von Münchweiler abzuschließen, der sich schon eine Weile hingezogen hatte."
259,Rosegger, Hans Ludwig,Der rosa Saphir,1915,"Krimis, Thriller, Spionage",Hans_Ludwig_Rosegger_-_Der_rosa_Saphir.txt,"Peter Florian vertiefte sich eben ins »Handbuch für Untersuchungsrichter« von Professor Hans Groß, als sein alter Schulkamerad und Freund Friedrich Neck, Privatdozent für Ethnologie und Ethnographie – auf deutsch: für Völkerkunde – an der Universität Heidelberg mit allen Merkmalen einer ungewöhnlichen Erregung ins Zimmer stürzte und dabei ganz vergaß, seinen Hut abzunehmen, um statt dessen alsogleich sein Anliegen hervorzusprudeln: »Du mußt mir helfen, lieber Peter, mir ist ganz Schreckliches passiert!« "
260,Storm, Theodor,John Riew',1885,"Romane, Novellen und Erzählungen",Theodor_Storm_-_John_Riew'.txt,"Mein Haus steht auf dem Lande, in einer holzreichen Gegend zwischen einem Kirchdorf und einem kleinen, in breiten Kastanienalleen fast vergrabenen Orte, welcher allmählich um einen Gutshof aufgewachsen ist, von beiden kaum zehn Minuten fern."
261,Hoerner, Herbert von,Der große Baum,1938,"Romane, Novellen und Erzählungen",Herbert_von_Hoerner_-_Der_große_Baum.txt,"Drüben, jenseits des Moores, dort, wo umsäumt von dichtem Ellerngebüsch wieder der Hochwald beginnt, steht sie, die alte Kiefer, der Baum."
262,Storm, Theodor,Bulemanns Haus,1864,"Romane, Novellen und Erzählungen","Storm,_Theodor_-_Bulemanns_Haus-8916.txt","In einer norddeutschen Seestadt, in der sogenannten Düsternstraße, steht ein altes verfallenes Haus."
263,Lubowski, Käte,Der Uebel grösstes ...,1919,"Romane, Novellen und Erzählungen","Lubowski,_Käte_-_Der_Uebel_grösstes_...-64416.txt","Um die elfte Vormittagsstunde war derjenige Teil des Oeynhausener Kurparkes, dem die Gäste den Namen „Schweiz“ gegeben hatten, von Rollstühlen und Spaziergängern nahezu frei."
264,Molo, Walter von,Lebenswende,1918,"Romane, Novellen und Erzählungen","Molo,_Walter_von_-_Lebenswende-54671.txt",»Willst du noch ein Butterbrot?« fragte zum zweitenmal Hilde Tiedemann ihren jüngeren Bruder Leo und sah über den Frühstückstisch.
265,Werfel, Franz,Die Geschwister von Neapel,1931,"Romane, Novellen und Erzählungen",Franz_Werfel_-_Die_Geschwister_von_Neapel.txt,"Der Sonntag hat in jeder Stadt seine besondere Art, und nicht nur der Sonntag als solcher, sondern jeder Sonntag des Jahres und der Jahreszeit anders, und nicht nur in jeder Stadt, sondern in jedem Bezirk und Kirchsprengel verschieden."
266,Heyse, Paul,Das Bild der Mutter,1858,"Romane, Novellen und Erzählungen",Paul_Heyse_-_Das_Bild_der_Mutter.txt,"Seit vielen Jahren schon lebte in der Stadt die Wittwe eines reichen Mannes, der in hohem Alter gestorben war und seiner jungen Frau Haus und Garten und ihre Freiheit hinterlassen hatte. "
267,Seidel, Heinrich,Das Atelier,1899,"Romane, Novellen und Erzählungen",Heinrich_Seidel_-_Das_Atelier.txt,Einziehen! Die Dachstube ist der Kopf des Hauses.
268,Bahr,Hermann,Die Rahl,1909,"Romane, Novellen und Erzählungen",Hermann_Bahr_-_Die_Rahl.txt,"Nein, ist es denn möglich?"
269,Hesse, Hermann,Rosshalde,1914,"Romane, Novellen und Erzählungen","Hesse,_Hermann_-_Rosshalde-64466.txt","Als vor zehn Jahren Johann Veraguth Roßhalde gekauft und bezogen hatte, war sie ein verwahrloster alter Herrensitz mit zugewachsenen Gartenwegen, vermoosten Bänken, brüchigen Treppenstufen und undurchdringlich verwildertem Park gewesen, und es standen damals auf dem wohl acht Morgen großen Grundstück keine anderen Gebäude als das schöne, etwas verkommene Herrenhaus mit dem Stall und ein kleines tempelartiges Lusthäuschen im Park, dessen Portal schief in verbogenen Angeln hing und an dessen einst mit blauer Seide tapezierten Wänden Moos und Schimmel wuchs."
270,Gaudy, Franz Freiherr von,Novellen und Erzählungen 2,1837,"Romane, Novellen und Erzählungen",Franz_von_Gaudy_-_Novellen_und_Erzählungen_2.txt,Ich rannte hastig auf der Chaussee fort.
271,Harder, Agnes,Franzinens Geschichte,1906,"Romane, Novellen und Erzählungen",Agnes_Harder_-_Franzinens_Geschichte.txt,"Gestern noch stand ich an dem Pier in Bremerhaven und winkte dem Dampfer nach, auf dem die Kinder langsam an mir vorbeigeglitten waren, als er aus der Mündung der Weser fuhr."
272,Zedelius, Marie,Lorbeeren,1873,"Romane, Novellen und Erzählungen",Marie_Zedelius_-_Lorbeeren.txt,"In der duftigen Fliederlaube des Pfarrgartens saßen zwei junge, glückliche Menschen beisammen."
273,Mann, Heinrich,Der Vater,1917,"Romane, Novellen und Erzählungen","Mann,_Heinrich_-_Der_Vater-33329.txt","Als Färber heiraten konnte, hatte er hinter sich schon achtzehn Jahre der Arbeit, des Suchens, des wechselvollen Kampfes mit der Menschenmasse, durch die man hindurch muß, den Zufällen, die man entwaffnen muß, mit dem Leben."
274,Hansjakob, Heinrich,Afra,1897,"Romane, Novellen und Erzählungen",Heinrich_Hansjakob_-_Afra.txt,"Auf wunderschöner Waldeshöhe, ringsum bewacht von den düstern Bergkuppen des oberen Kinzigtals, steht eine Kultur-Oase mitten im Waldmeer, der Fohrengrund genannt. "
275,Schrader, August,"Thekla, oder die Flucht nach der Türkei.Epilog zum Staatsgefängniß. Nebst zwei andern Novellen.",1831,"Romane, Novellen und Erzählungen","Schrader,_August_-_Thekla,_oder_die_Flucht_nach_der_Türkei.Epilog_zum_Staatsgefängniß._Nebst_zwei_an-46576.txt","In einer der lebhaftesten Straßen Semlin's prangte an einem freundlichen einstöckigen Wohnhause ein blaues Schild, auf welchem mit großen goldenen Buchstaben die Worte standen »Löwen-Apotheke.«"
276,Hesse,Hermann,Unterm Rad,1906,"Romane, Novellen und Erzählungen","Hesse,_Hermann_-_Unterm_Rad-49908.txt","Herr Joseph Giebenrath, Zwischenhändler und Agent, zeichnete sich durch keinerlei Vorzüge oder Eigenheiten vor seinen Mitbürgern aus."
277,Croissant-Rust,Anna,Kaleidoskop,1921,"Romane, Novellen und Erzählungen",Anna_Croissant-Rust_-_Kaleidoskop.txt,Da sitz' ich und lauere auf meine Gedanken und will sie fangen. 
278,Schilling, Gustav,Die Ignoranten. Zweiter Theil,1810,"Romane, Novellen und Erzählungen",Gustav_Schilling_-_Die_Ignoranten._Zweiter_Theil.txt," Hör' endlich auf, ein Kind zu seyn! sprach Rosemunde, als Herr von Lassen täglich wiederkam und ihr Gatte sie mit sanftem Ernst beschwor, den falschen Bruder zu entfernen."
279,Hoechstetter,Sopie,Kapellendorf :  Roman,1908,"Romane, Novellen und Erzählungen","Hoechstetter,_Sophie_-_Kapellendorf_:__Roman-70296.txt","Dort, wo immer der Wind weht, ein zärtlicher Sommerwind, der den Thymian berührt und heiße Luftwellen über das reifende Korn streifen läßt, dort, wo Herbst- und Frühlingsstürme die Melodie von Fernweh und Heimweh singen und die einzigen Töne des Lebens zu bringen scheinen -- in der weiten Flurhochebene alten weimarischen Landes liegt die Wasserburg Kapellendorf."
280,Heine, Heinrich,Der Rabbi von Bacherach,1840,"Romane, Novellen und Erzählungen",Heinrich_Heine_-_Der_Rabbi_von_Bacherach.txt,"Unterhalb des Rheingaus, wo die Ufer des Stromes ihre lachende Miene verlieren, Berg und Felsen, mit ihren abenteuerlichen Burgruinen, sich trotziger gebärden, und eine wildere, ernstere Herrlichkeit emporsteigt, dort liegt, wie eine schaurige Sage der Vorzeit, die finstre, uralte Stadt Bacherach."
281,Fontane, Theodor,"Irrungen, Wirrungen",1888,"Romane, Novellen und Erzählungen","Theodor_Fontane_-_Irrungen,_Wirrungen.txt","An dem Schnittpunkte von Kurfürstendamm und Kurfürstenstraße, schräg gegenüber dem »Zoologischen«, befand sich in der Mitte der siebziger Jahre noch eine große, feldeinwärts sich erstreckende Gärtnerei, deren kleines, dreifenstriges, in einem Vorgärtchen um etwa hundert Schritte zurückgelegenes Wohnhaus, trotz aller Kleinheit und Zurückgezogenheit, von der vorübergehenden Straße her sehr wohl erkannt werden konnte."
282,Zapp, Arthur,Das Liebesleben eines deutschen Jünglings,1921,"Romane, Novellen und Erzählungen",Arthur_Zapp_-_Das_Liebesleben_eines_deutschen_Jünglings.txt,"Ich lernte Albert Zell, der in den nachfolgenden Blättern die erotischen Erlebnisse seiner Jugendzeit erzählt, während des Feldzuges 1870/71 kennen, den wir als blutjunge Pennäler in demselben Regiment mitmachten."
283,Alexis, Willibald,Pommerische Gespenster,1840,Horror,Willibald_Alexis_-_.txt,"Mein Oheim war ein wunderlicher Kauz, aber an Geister glaubte er nicht. "
284,Rosegger, Peter,Der Gottsucher,1883,"Romane, Novellen und Erzählungen",Peter_Rosegger_-_Der_Gottsucher.txt,"Wir finden es im Waldschulmeister, im Ewigen Licht, in Jakob der Letzte und vielfältig in Erzählungen und Geschichten. "
285,Schulz, Friedrich,Moriz: ein kleiner Roman,1786,"Romane, Novellen und Erzählungen","Schulz,_Friedrich_-_Moriz:_ein_kleiner_Roman-47977.txt","»Er darf es noch nicht wissen, Martha,« sagte mein Papa zu seiner Haushälterin: »Du weißt, daß der Junge, so klein er ist, schon einen gewaltigen Nagel im Kopfe hat."
286,Ernst, Otto,Der süße Willy,1895,"Romane, Novellen und Erzählungen",Otto_Ernst_-_Der_süße_Willy.txt,Es war an einem Sonntag; denn der süße Willy sollte ein Sonntagskind werden.
287,Silberstein, August,Herkules Schwach. Dritter Band,1863,"Humor, Satire",August_Silberstein_-_Herkules_Schwach._Dritter_Band.txt,Das Fest der neuen Aera und das Geheimniß desselben – auch zeigen sich mehrere Genies im höchsten Glanze und das eine erhält eine großartige Zukunft.
288,Huch, Ricarda,Der Mondreigen von Schlaraffis,1896,"Romane, Novellen und Erzählungen",Ricarda_Huch_-_Der_Mondreigen_von_Schlaraffis.txt,"Schlaraffis ist eine uralte, wunderliche Stadt irgendwo in der westlichen Schweiz, und die Leute halten da fest an manchen Gebräuchen, die anderswo nicht bekannt sind."
289,Zollinger, Albin,Pfannenstiel,1940,"Romane, Novellen und Erzählungen",Albin_Zollinger_-_Pfannenstiel.txt,"Zwei Freunde, Bildhauer, reisten zusammen von Paris nach der Schweiz zurück."
290,Storm, Theodor,Hinzelmeier,1855,"Romane, Novellen und Erzählungen",Theodor_Storm_-_Hinzelmeier.txt,Da dachte Hinzelmeier: »Das ist der Stein der Weisen!« und ging geradewegs auf ihn zu.
291,Dronke, Ernst,Die Maikönigin,1846,"Romane, Novellen und Erzählungen",Ernst_Dronke_-_Die_Maikönigin.txt,"Von der Höhe seines Kammes zieht sich das Gebirge in Kuppen und Tälern mehrere Meilen weit langsam abdachend hinab bis zu jenen Bergwänden, welche den Rhein einschließen."
292,Eschstruth, Nataly von,Polnisch Blut. Erster Band<,1887,"Romane, Novellen und Erzählungen",Nataly_von_Eschstruth_-_Polnisch_Blut._Erster_Band<.txt,Das war ein wilder Novembersturm.
293,Reinhardt, Luise,Novellen. Vierter Band. Zug um Zug,1863,"Romane, Novellen und Erzählungen",Ernst_Fritze_-_Novellen._Vierter_Band._Zug_um_Zug.txt,In Glanz und Frieden sank der Abend eines Frühlingstages auf die Fluren hernieder.
294,Gerstäcker, Friedrich,Der tote Zimmermann,1858,"Romane, Novellen und Erzählungen",Friedrich_Gerstäcker_-_Der_tote_Zimmermann.txt,"Im Westen von Yorkshire, tief im Innern des Landes und von der großen Heerstraße selbst ziemlich abgelegen – denn Eisenbahnen gab es damals noch nicht in dem jetzt von ihnen nach allen Richtungen hin durchschnittenen England – lag ein altes, wohl nicht gerade schon verfallenes, jedoch baufällig genug aussehendes Gebäude."
295,Fallada, Hans,Zwei zarte Lämmchen - weiß wie Schnee,1948,"Romane, Novellen und Erzählungen",Hans_Fallada_-_Zwei_zarte_Lämmchen_-_weiß_wie_Schnee.txt,"Die einseitige Verlobung Gerhard Grote war, im Widerspruch zu seinem Namen, kein großer Mann."
296,Saar, Ferdinand von,Sämtliche Werke 9: Novellen aus Österreich III,1877,"Romane, Novellen und Erzählungen","Saar,_Ferdinand_von_-_Sämtliche_Werke_9:_Novellen_aus_Österreich_III-49971.txt","Bei dem Regiment, in welchem ich meine Militärzeit verbracht hatte, befand sich auch ein Leutnant namens Joseph Burda."
297,Jensen, Wilhelm,Iris und Genziane. Die persianischen Häuser,1899,"Romane, Novellen und Erzählungen",Wilhelm_Jensen_-_Iris_und_Genziane._Die_persianischen_Häuser.txt,Friedrich Lautenschläger war der Sohn eines sehr vermögenden Mannes und lediglich zu seiner geistigen Ausbildung vier Jahre lang auf der Universität Hörer in verschiedenen Fächern der philosophischen Fakultät gewesen.
298,Fallada, Hans,Junger Herr – ganz groß,1948,"Romane, Novellen und Erzählungen",Hans_Fallada_-_Junger_Herr_–_ganz_groß.txt,Es war ganz feierlich.
299,Auerbach, Berthold,Auf der Höhe. Dritter Band,1855,"Romane, Novellen und Erzählungen",Berthold_Auerbach_-_Auf_der_Höhe._Dritter_Band.txt,"Es war im Spätsommer, als der Hof aus dem Seebad zurückkehrte."
300,Gotthelf, Jeremias,Die Frau Pfarrerin,1854,"Romane, Novellen und Erzählungen",Jeremias_Gotthelf_-_Die_Frau_Pfarrerin.txt,"Eine Hauptsache für jeden Menschen, welche bei weitem nicht genug beachtet wird, ist, zu wissen immerdar, was für Zeit es sei. "
301,Decken,Auguste von der,Brausejahre,1885,"Romane, Novellen und Erzählungen",A._v._d._Decken_-_Brausejahre.txt,"»Er ist da, Christel! er ist da!« rief ein frisches hübsches Mädchen, indem es rasch die Tür eines Kämmerchens aufstieß und mehr springend als gehend eintrat."
302,Ehrenstein, Carl,Klagen eines Knaben,1913,"Romane, Novellen und Erzählungen","Ehrenstein,_Carl_-_Klagen_eines_Knaben-40222.txt","Und hundert Jahre nach dem Tode dessen, der kein Erlöser war, kam ich in den Körper eines anderen Menschen. "
303,Gerstäcker, Friedrich,Unter Palmen und Buchen. Zweiter Band.Unter Palmen. Gesammelte Erzählungen.,1865,"Romane, Novellen und Erzählungen","Gerstäcker,_Friedrich_-_Unter_Palmen_und_Buchen._Zweiter_Band.Unter_Palmen._Gesammelte_Erzählungen.-45534.txt","Daß es in jenen Ländern, welche innerhalb der heißen Zone liegen und die wir kurzweg »die Tropen« nennen, auch sehr heiß sein muß, gilt als eine völlig feststehende Thatsache, und man hört gar nicht etwa so selten, daß Leute an einem recht warmen Sommertag bei uns die armen Menschen bemitleiden, die »bei _=der=_ Hitze« auch noch unter dem Aequator sitzen müssen."
304,Kraus, Karl,Glossen bis 1924,1924,"Humor, Satire",Karl_Kraus_-_Glossen_bis_1924.txt,"Wir haben bereits das neueste Kriegsandenken, den eisernen Kriegsbecher, eingehend besprochen."
305,Lindau, Rudolf,Morgenland und Abendland,1898,"Romane, Novellen und Erzählungen",Rudolf_Lindau_-_Morgenland_und_Abendland.txt,"Aber es zeigt sich, daß er im Gegenteil – dem Wesen, nicht der Form nach – Vorläufer einer kommenden Gattung deutscher Schriftsteller war. "
306,Kellermann, Bernhard,Schwedenklees Erlebnis,1923,"Romane, Novellen und Erzählungen",Bernhard_Kellermann_-_Schwedenklees_Erlebnis.txt,"Es gibt Menschen, die vom Glück geradezu verfolgt werden."
307,Storch, Ludwig,Der Diplomat,1834,"Romane, Novellen und Erzählungen",Ludwig_Storch_-_Der_Diplomat.txt,"Für Manche! Mit sehr großem Vergnügen habe ich vernommen, daß hie und da gewisse Leute, vorzüglich des schönen Geschlechts, sich über manche Stellen in meiner Novelle: »Malers Traum,« die unser gesellschaftliches Unwesen etwas scharf rügen, bitter beklagt und weidlich auf mich geschimpft haben."
308,Stratz, Rudolf,Lieb Vaterland,1914,"Romane, Novellen und Erzählungen",Rudolph_Stratz_-_Lieb_Vaterland.txt,Karl Feddersen war an diesem Januar-Nachmittag vor einer Stunde auf der Durchreise von Moskau nach Paris in Berlin eingetroffen. 
309,Kabel, Walther,Der Obstkahn am Elisabethufer,1923,"Krimis, Thriller, Spionage",Walter_Kabel_-_Der_Obstkahn_am_Elisabethufer.txt,"Den Aberglauben, der die Zahl 13 mit einem verhängnisvollen Etwas umkleidet, habe ich bisher stets belächelt. "
