,author_last,author_first,title,year,genre_3,filename,beginnings
160,Schnitzler,Arthur,Frau Berta Garlan,1901,"Romane, Novellen und Erzählungen",Arthur_Schnitzler_-_Frau_Berta_Garlan.txt,"Langsam schritt sie den Hügel hinab; nicht über die breite Fahrstraße, die in Windungen zur Stadt hinunterlief, sondern über den schmalen Weg zwischen den Weingeländen."
161,Conrad, M. G. (Michael Georg),In Purpurner FinsternißRoman-Improvisation aus dem dreißigsten Jahrhundert,1895,"Romane, Novellen und Erzählungen","Conrad,_M._G._(Michael_Georg)_-_In_Purpurner_FinsternißRoman-Improvisation_aus_dem_dreißigsten_Jahrh-39565.txt","Grege wußte, daß kein Abmahnen fruchtete, wenn Jala ihren Willen durchsetzen wollte."
162,Adlersfeld-Ballestrem, Eufemia von,Amönenhof,1927,"Romane, Novellen und Erzählungen",Eufemia_von_Adlersfeld-Ballerstrem_-_Amönenhof.txt,"Friedrich XV., Herzog von Weißenfels, hatte seine Regierungsgeschäfte für heute erledigt, das heißt, er hatte seine schwungvolle Namensunterschrift unter ein halbes Dutzend Dokumente gesetzt und lehnte sich nun mit einem Gähnen in den bequemen Sessel vor seinem Schreibtisch zurück, das vielleicht unfürstlich, aber menschlich durchaus berechtigt war."
163,Spielhagen, Friedrich,Was will das werden? Erster Theil,1885,"Romane, Novellen und Erzählungen",Friedrich_Spielhagen_-_Was_will_das_werden?_Erster_Theil.txt,"Ich habe es später stets als seltsam, aber auch als für mich charakteristisch angesehen, daß ein wirklicher Traum die Pforte war, durch welche ich aus der traumhaften Dämmerung der Kinderzeit in das hellere Licht getreten bin, welches das erwachende Bewußtsein über die Knabenjahre breitet."
164,Bettauer, Hugo,Der Frauenmörder,1926,"Krimis, Thriller, Spionage",Hugo_Bettauer_-_Der_Frauenmörder.txt,"»Lieber Krause, Sie müssen Klarheit in die Sache bringen!"
165,Blüthgen, Clara,Götzendienst,1930,"Romane, Novellen und Erzählungen",Clara_Blüthgen_-_Götzendienst.txt,Der alte Löwe war gestorben.
166,Baierlein, Josef,Der Derotero des Indianers,1915,"Romane, Novellen und Erzählungen",Josef_Baierlein_-_Der_Derotero_des_Indianers.txt,"Im Jahre 1860 am 1. Dezember, also zu jener Jahreszeit, in welcher in Südamerika der Sommer beginnt und wo die fortwährenden Regengüsse aufhören, die ein Kennzeichen des südlichen Winters und Frühlings sind, hatte sich hinter den alten Festungsmauern von Valdivia auf einer vom Stadtverkehr ziemlich abgeschnittenen Wiese eine Schar von Leuten versammelt, deren Aussehen verriet, daß sie den niedrigsten Ständen der chilenischen See- und Handelsstadt angehörten."
167,Kröger, Timm,Eine stille Welt - Novellen,1891,"Romane, Novellen und Erzählungen",Timm_Kröger_-_Eine_stille_Welt_-_Novellen.txt,"Sparrenwerk alter Bauernhäuser ... Wenn ein Winddruck auf dem Rethdach liegt, beginnt ein Wiegen und Rauschen, man kann, vorausgesetzt, daß einem die alten Kasten lieb sind, ihre Sprache deuten."
168,Mathies, Paul de,Der Pessimist. Zweiter Band,1899,"Romane, Novellen und Erzählungen",Paul_de_Mathies_-_Der_Pessimist._Zweiter_Band.txt,"Ungefähr um dieselbe Zeit, als die Activitas der Vangionia sich im Garten des Gasthofes von Neckarsteinach zur praktischen Lösung der Magenfrage versammelt hatte, saßen Theos Eltern mit Mathilde, Dolores und Carlito auf der Veranda der Göhringschen Sommerwohnung zu Flottbek an der Elbe."
169,Geßner, Salomon,Der Tod Abels,1758,"Romane, Novellen und Erzählungen",Salomon_Geßner_-_Der_Tod_Abels.txt,"Ich habe mich an einen hœhern Gegenstand gewaget, um zu wissen, ob meine Fæhigkeiten weiter hinaus reichten, als ich sie bisher versucht hatte."
170,Stifter,Adalbert,Witiko,1865,"Romane, Novellen und Erzählungen",Adalbert_Stifter_-_Witiko.txt,"In meiner Kindheit traten mir schon öfter Spuren eines Geschlechtes entgegen, das im mittäglichen Böhmen gehaust hat, und in der Erinnerung und in den Erzählungen des Volkes fortlebte."
171,Ernst, Paul,Prinzessin des Ostens,1918,"Romane, Novellen und Erzählungen",Paul_Ernst_-_Prinzessin_des_Ostens.txt,"Die Römer hatten die Welt in zwei Hälften geteilt und jede einem besonderen Kaiser untergeben, welche zusammen und in Übereinstimmung miteinander alle Menschen beherrschen sollten."
172,Supper, Auguste,Die große Kraft der Eva Auerstein,1937,"Romane, Novellen und Erzählungen",Auguste_Supper_-_Die_große_Kraft_der_Eva_Auerstein.txt,"Mit mächtiger Schleife umzieht der glasgrüne Fluß ein Gelände, das seit alten Zeiten der Riesenkopf heißt."
173,Sealsfield, Charles,Das Kajütenbuch oder Nationale Charakteristiken,1843,"Romane, Novellen und Erzählungen",Charles_Sealsfield_-_Das_Kajütenbuch_oder_Nationale_Charakteristiken.txt,"Über den Madeiras und Sherries und Chambertins und Lafittes und den gewonnenen und verlorenen Wetten und Cottonpreisen und Sklavenpreisen und Banksystemen und Subtreasury-Systemen begannen denn doch allmählich die Köpfe heiß zu werden – noch immer aber herrschte ein heiter zuvorkommender, gentlemanischer Ton."
174,Arnim,"Ludwig Achim, Freiherr von",Die Majoratsherren,1820,"Romane, Novellen und Erzählungen","Arnim,_Ludwig_Achim,_Freiherr_von_-_Die_Majoratsherren-50833.txt","Wir durchblätterten eben einen ältern Kalender, dessen Kupferstiche manche Torheiten seiner Zeit abspiegeln."
175,Klinger, Friedrich Maximilian,Reisen vor der Sündfluth,1794,"Romane, Novellen und Erzählungen",Friedrich_Maximilian_Klinger_-_Reisen_vor_der_Sündfluth.txt,Der Khalife lag auf dem Sopha.
176,Lindau, Paul,Hängendes Moos,1897,"Romane, Novellen und Erzählungen",Paul_Lindau_-_Hängendes_Moos.txt,Felix Welsheim war seines Glückes Schmied.
177,Herzog, Rudolf,Die Welt in Gold: Novelle,1911,"Romane, Novellen und Erzählungen","Herzog,_Rudolf_-_Die_Welt_in_Gold:_Novelle-62737.txt","Da lag die alte, liebe Stadt zu Füßen."
178,Schwerin, Otto,Kurier des Präsidenten,1920,"Krimis, Thriller, Spionage",Otto_Schwerin_-_Kurier_des_Präsidenten.txt,"Professor Jules Delacoste, Privatdozent der Medizin an der Universität Lausanne, schloß sein Vormittagskolleg."
179,Goll, Iwan,Die Eurokokke,1927,"Romane, Novellen und Erzählungen",Yvan_Goll_-_Die_Eurokokke.txt,"Ich bin aufgewacht aus einem Traum, der sich hinter mir schloß wie ein vergoldetes Gittertor."
180,Dreyer, Max,Das Riesenspielzeug,1923,"Romane, Novellen und Erzählungen",Max_Dreyer_-_Das_Riesenspielzeug.txt,"Hinter der Düne stehen zwei Häuser, ein größeres, ein kleineres, sich ähnlich wie Geschwister, die letzten des Dorfs."
181,Halm, Friedrich,Das Haus an der Veronabrücke,1864,"Romane, Novellen und Erzählungen",Friedrich_Halm_-_Das_Haus_an_der_Veronabrücke.txt,"Zu Venedig im Pfarrbezirke Santa Maria Zobenigo, hart an der Veronabrücke ( Ponte della Verona), die von S. Fantino her über den Kanal, Rio menuo genannt, nach S. Benedetto und S. Lucia oder links hinüber nach S. Angelo und S. Stefano führt, stand noch im Anfange des 17. Jahrhunderts ein ansehnliches, palastartiges Gebäude."
182,Goethe, Johann Wolfgang von,Die pilgernde Törin,1809,"Romane, Novellen und Erzählungen",Johann_Wolfgang_von_Goethe_-_Die_pilgernde_Törin.txt,"Herr von Revanne, ein reicher Privatmann, besitzt die schönsten Ländereien seiner Provinz."
183,Storm,Theodor,Waldwinkel,1874,"Romane, Novellen und Erzählungen",Theodor_Storm_-_Waldwinkel.txt,"Über dem Dache des Rathauses, das zugleich die Wohnung des städtischen Bürgermeisters bildete, kreuzten die ersten Schwalben in der Frühjahrssonne;
auf der Vorstraße standen die »Bürgermeistersbuben« und suchten vergebens die Königin der Luft mit den Lehmkugeln ihres Pustrohrs zu erreichen."
184,Stinde, Julius,Hôtel Buchholz. Ausstellungs-Erlebnisse der Frau Wilhelmine Buchholz,1897,"Romane, Novellen und Erzählungen","Stinde,_Julius_-_Hôtel_Buchholz._Ausstellungs-Erlebnisse_der_Frau_Wilhelmine_Buchholz-53359.txt",Ich ging lange mit mir zu Rath.
185,Löns, Hermann,Der Wehrwolf,1910,"Romane, Novellen und Erzählungen",Hermann_Löns_-_Der_Wehrwolf.txt, Im Anfange war es wüst und leer in der Haide.
186,Hofbauer, Josef,Dorf in Scherben,1937,"Romane, Novellen und Erzählungen",Josef_Hofbauer_-_Dorf_in_Scherben.txt,"»Mein Häusl ist fertig, Vorsteher! Du kannst mir gratulieren!« "
187,Hegeler, Wilhelm,Die Entscheidung,1936,Historische Romane und Erzählungen,Wilhelm_Hegeler_-_Die_Entscheidung.txt,Man schreibt das Jahr 1811.
188,Schaeffer, Albrecht,Janna Ducoeur,1949,"Romane, Novellen und Erzählungen",Albrecht_Schaeffer_-_Janna_Ducoeur.txt,"Sechzehnhundertneunundvierzig – das ist das Jahr; und ein Wintertag ist es, in London, der Nebelstadt, fast der Nacht gleich, düster von Rauch und Nebel. "
189,Duncker, Dora,Lottes Glück / Totgelacht,1903,"Romane, Novellen und Erzählungen",Dora_Duncker_-_Lottes_Glück_|_Totgelacht.txt,Conrad Elje ging mit langen Schritten in den Anlagen auf und nieder.
190,Greinz, Rudolf,Krähwinkel,1918,"Romane, Novellen und Erzählungen",Rudolf_Greinz_-_Krähwinkel.txt,"Daß sein Erscheinen in der kleinen Stadt Aufsehen erregen würde, das hatte sich der Hans Stampfl wohl gedacht."
191,Hyan, Hans,Mord im Bankhaus Lindström,1949,"Krimis, Thriller, Spionage",Hans_Hyan_-_Mord_im_Bankhaus_Lindström.txt,Der alte Martin brachte den Tee in das Arbeitszimmer des Konsuls.
192,Ortmann, Reinhold,Schönheitszauber,1910,"Romane, Novellen und Erzählungen",Reinhold_Ortmann_-_Schönheitszauber.txt,"Der schöne Sommertag ging zur Rüste und die Dämmerung wob ihre feinen, silbergrauen Schleier um die beiden gotischen Kirchtürme und die spitzen Giebeldächer der tief in den Talgrund eingebetteten alten Stadt, als Doktor Walter Relling von seinen gewohnten Krankenbesuchen nach Hause zurückkehrte."
193,Heine, Heinrich,Memoiren,1854,Romanhafte Biographien,Heinrich_Heine_-_Memoiren.txt,"Ich habe in der Tat, teure Dame, die Denkwürdigkeiten meiner Zeit, insofern meine eigene Person damit als Zuschauer oder als Opfer in Berührung kam, so wahrhaft und getreu als möglich aufzuzeichnen gesucht."
194,Wiechert, Ernst,Die blauen Schwingen,1925,"Romane, Novellen und Erzählungen",Ernst_Wiechert_-_Die_blauen_Schwingen.txt,"Harro saß auf der Mittelbank des Bootes und ließ mit dem Winde die ausgebreiteten Netze von seinen Knien über die Bootswand gleiten, gedankenlos die Finger öffnend, wenn Borke und Blei in regelmäßigen Abständen seine Hände berührten."
195,Möllhausen, Balduin,Der Piratenlieutenant - Teil 1,1869,"Romane, Novellen und Erzählungen",Balduin_Möllhausen_-_Der_Piratenlieutenant_-_Teil_1.txt,"»Bis hierher und nicht einen Schritt weiter, lieber Johannes, gestatte ich Dir, mich zu begleiten."
196,Wiechert, Ernst,Der einfache Tod,1936,"Romane, Novellen und Erzählungen",Ernst_Wiechert_-_Der_einfache_Tod.txt,Der Bauer Wladimir Wladimirowitsch Merslikow lag in seinem Bett mit den gewürfelten Kissenbezügen und wartete auf den Tod.
197,May, Karl,Weihnacht,1897,"Romane, Novellen und Erzählungen",Karl_May_-_Weihnacht.txt,"Weihnacht! Welch ein liebes, liebes, inhaltsreiches Wort!"
198,Duncker, Dora,Grossstadt,1900,"Romane, Novellen und Erzählungen",Dora_Duncker_-_Grossstadt.txt,"In einem geräumigen Zimmer, dessen Einrichtung so einfach war, dass sie beinahe an Armut grenzte, sassen zwei junge Mädchen in tiefer Trauerkleidung und ein Mann, der die Höhe der Sechzig erreicht haben mochte, um einen runden, mit einer blau und rot gewürfelten Decke bedeckten Tisch. "
199,Salten, Felix,Der Schrei der Liebe,1928,"Romane, Novellen und Erzählungen",Felix_Salten_-_Der_Schrei_der_Liebe.txt,"Drunten am Meere, an der weißen Marmortreppe, die zum Königsschlosse aufwärts führte, schaukelte die Barke des heimgekehrten Gesandten; teppichbehangen, mit einem rotseidenen Baldachin und mit der blitzenden Krone auf vergoldetem Bug."
200,Schmid, Herman,Mütze und Krone. Zweiter Band,1869,Historische Romane und Erzählungen,Herman_Schmid_-_Mütze_und_Krone._Zweiter_Band.txt,"In der Schenke zum rothen Stern herrschte lautes, fröhliches Treiben."
201,Vischer, Friedrich Theodor,Auch Einer,1879,"Romane, Novellen und Erzählungen",Friedrich_Theodor_Vischer_-_Auch_Einer.txt,"Auch Einer von denjenigen nämlich – – – kurz, man versteht mich."
202,Essig, Hermann,Taifun,1919,"Romane, Novellen und Erzählungen",Hermann_Essig_-_Taifun.txt,Susanne Flaubert gefiel es längst nicht mehr in Brüssel. 
203,Gerstäcker, Friedrich,Das alte Haus,1857,"Romane, Novellen und Erzählungen",Friedrich_Gerstäcker_-_Das_alte_Haus.txt,"In einer der Hauptstraßen von Hellburg stand noch vor gar nicht so langen Jahren ein steinernes, uraltes Gebäude aus früherer Zeit – wie Viele sogar behaupteten, das älteste Gebäude der Stadt – mit wunderlich geschnitzten Giebeln und Gewänden, künstlich gespannten Fenster- und Thürbogen und großen eisernen drachen- und lindwurmköpfigen Dachrinnen, die der Zeit, wie allen die Straßen auf- oder abwehenden Stürmen die langen, grimmig ausgeschnittenen Zähne gezeigt hatten, und bei heftigen Regengüssen, zum Aerger der Vorübergehenden, ganze Ströme Wassers in die Mitte der Straße sprudelten."
204,Schott, Anton,Einer der Stillen im Lande,1948,"Romane, Novellen und Erzählungen",Anton_Schott_-_Einer_der_Stillen_im_Lande.txt,"Obwohl Anton Schott von den Nöten der Zeit nicht verschont blieb und seine wirtschaftliche Existenz oft bedroht war, verlief sein Leben doch ohne große äußerliche Erschütterungen."
205,Herder, Johann Gottfried,Die ewige Bürde/Der afrikanische Rechtsspruch,1788,"Romane, Novellen und Erzählungen",Johann_Gottfried_Herder_-_Die_ewige_Bürde|Der_afrikanische_Rechtsspruch.txt,"Alexander aus Mazedonien kam einst in eine entlegne goldreiche Provinz von Afrika; die Einwohner gingen ihm entgegen und brachten ihm Schalen dar, voll goldner Äpfel und Früchte."
206,Roland, Egon,Der Fall Landru,1922,Historische Kriminalromane und -fälle,Egon_Roland_-_Der_Fall_Landru.txt,31 Monate lang dauerte die Untersuchung.
207,Groller, Balduin,Der olle ehrliche Lehmann und andere Geschichten,1910,"Romane, Novellen und Erzählungen",Balduin_Groller_-_Der_olle_ehrliche_Lehmann_und_andere_Geschichten.txt,Den ganzen Vormittag von fünf Uhr früh an war heiß gekämpft worden. 
208,Heyse, Paul,Der Novellen zehnte Sammlung,1871,"Romane, Novellen und Erzählungen",Paul_Heyse_-_Der_Novellen_zehnte_Sammlung.txt,"Wie oft, liebe Freundin, denke ich jener Freitagabende, die ich in Ihrem Hause zugebracht, und die auch Sie, wie ich weiß, in guter Erinnerung behalten haben."
209,Werfel, Franz,"Nicht der Mörder, der Ermordete ist schuldig",1920,"Romane, Novellen und Erzählungen","Franz_Werfel_-_Nicht_der_Mörder,_der_Ermordete_ist_schuldig.txt","Wie habe ich immer die Knaben beneidet, deren Väter in den Portierlogen oder auf den Türbänken gelassen und freundlich an Sonntagnachmittagen ihre Pfeife rauchten, und wie erst die Buben in den Bürgerzimmern, wo der Hausherr behaglich gerötet, in Hemdsärmeln, die Virginier im Munde und ein halbgeleertes Bierglas vor sich, an dem weißen Tisch saß."
210,Gutzkow, Karl,Blasedow und seine Söhne. Dritter Theil,1838,"Romane, Novellen und Erzählungen",Karl_Gutzkow_-_Blasedow_und_seine_Söhne._Dritter_Theil.txt,"»Das ist freilich etwas Anderes« – sagte der Amtmann betroffen, und Thespis, der Schauspieldirector, wiederholte sich mit erzürntem Nachdruck, blutroth vor Ingrimm und mit mehr natürlicher als Kunstwärme: »Ja, auf Stempelpapier!"
211,Déry, Juliane,Katastrophen,1895,"Romane, Novellen und Erzählungen",Juliane_Déry_-_Katastrophen.txt,"Zur hundertjährigen Jubelfeier der französischen Revolution rüstete auch Karl Faber, ein junger österreichischer Dichter, zur Reise nach Paris."
212,Meier, J. Alois,Begegnisse eines jungen Thierquälers oder »Der Gerechte erbarmt sich auch seines Thieres.«Eine neue Erzählung für die Jugend,1843,"Romane, Novellen und Erzählungen","Meier,_J._Alois_-_Begegnisse_eines_jungen_Thierquälers_oder_»Der_Gerechte_erbarmt_sich_auch_seines_T-48090.txt","An einem stürmischen Tage befanden sich viele Knaben auf der Wiese nächst einem Städtchen unfern Bremen, welche alle lebhaft beschäftigt waren, einen papiernen Drachen steigen zu lassen."
213,Bloem, Walter,Mörderin?!,1924,"Krimis, Thriller, Spionage",Walter_Bloem_-_Mörderin?!.txt,"Frau Helene saß beim Frühstück und starrte immerfort auf den gelben, häßlichen Briefumschlag, der an ihren Mann adressiert war von Frau Susannes Hand."
214,Böhlau,Helene,In frischem Wasser,1891,"Romane, Novellen und Erzählungen",Helene_Böhlau_-_In_frischem_Wasser.txt,Eine große Gemäldeausstellung in der Reichshauptstadt.
215,Wohlbrück, Olga,Du sollst ein Mann sein,1908,"Romane, Novellen und Erzählungen",Olga_Wohlbrück_-_Du_sollst_ein_Mann_sein.txt,"Er wurde auf einem großen Amerikadampfer geboren, während eines heftigen Sturmes."
216,Marlitt, Eugenie,Reichsgräfin Gisela,1869,"Romane, Novellen und Erzählungen",Eugenie_Marlitt_-_Reichsgräfin_Gisela.txt,Es war noch früh am Abend... Die kleine Neuenfelder Turmglocke erhob pflichtschuldigst ihre Stimme und schlug sechsmal an – das klang wie ein halbersticktes Wimmern; denn der Sturm sauste durch die Schallöcher und zerblies die dünnen Schläge nach allen vier Winden.
217,Goethe, Johann Wolfgang von,Die Geschichte von Mignons Eltern,1796,"Romane, Novellen und Erzählungen",Johann_Wolfgang_von_Goethe_-_Die_Geschichte_von_Mignons_Eltern.txt,"»Meinen Vater«, sagte der Marchese, »muß ich, so viel Welt ich auch gesehen habe, immer für einen der wunderbarsten Menschen halten. "
218,Auer, Adelheid von,Fußstapfen im Sande. Zweiter Band,1868,"Romane, Novellen und Erzählungen",Adelheid_von_Auer_-_Fußstapfen_im_Sande._Zweiter_Band.txt,"»Heda, guter Freund, wo geht der Weg nach der Försterei?« rief ein mit einem grünen Jagdrock bekleideter junger Mann, der, das Felleisen auf dem Rücken, eben in die Hauptstraße des Fischerdörfchens Häringsdorf eingebogen war, einem vor seinem Hause mit dem Ausbessern eines Bootes beschäftigten Fischer zu."
219,Ernst, Paul,Komödianten- und Spitzbubengeschichten,1938,"Romane, Novellen und Erzählungen",Paul_Ernst_-_Komödianten-_und_Spitzbubengeschichten.txt,"Die Vorstellung ist längst zu Ende, die Zuschauer sind nach Hause gegangen, auch die Komödianten."
220,Tavel, Rudolf von,Heinz Tillmann,1919,"Romane, Novellen und Erzählungen",Rudolf_von_Tavel_-_Heinz_Tillmann.txt,"Mir ist mitten in dieser öden Winterszeit, da bleigraue Wolken das Land überwölben, als sähe ich ihn noch, den kleinen Heini Tillmann mit den — ja, auch bleigrauen, aber in warmer Treuherzigkeit leuchtenden Augensternen und dem immer verstrubelten braunen Lockenschopf, wie er im Riedgras liegt und mit einem dürren Ästchen winzige feine Bächlein auf die «heiße Platte» leitet."
221,Appenzeller, Johann Conrad,Ein Tag in der Diligence,1860,"Romane, Novellen und Erzählungen",I._C._Appenzeller_-_Ein_Tag_in_der_Diligence.txt,"Der Kirchthurm von Heilig-Kreuz – in der weiten, ungeheuren Ebne zwischen Mühlhausen und Kolmar – erhob sich am Horizonte des sinkenden Tages, gleich einem schwarzen Obeliske, in ruhiger, stiller Majestät."
222,Giseke, Robert,Moderne Titanen,1850,"Romane, Novellen und Erzählungen",Robert_Giseke_-_Moderne_Titanen.txt,Hoch wölbt sich der dunkelblaue Himmel über der Erde.
223,Dahn, Felix,Kaiser Karl und seine Paladine,1880,"Märchen, Sagen, Legenden",Felix_und_Therese_Dahn_-_Kaiser_Karl_und_seine_Paladine.txt,Karl ist geboren (höchst wahrscheinlich) am 2. April 742.
224,Boy-Ed,Ida,Annas Ehe,1922,"Romane, Novellen und Erzählungen",Ida_Boy-Ed_-_Annas_Ehe.txt,Die beiden Gräfinnen v. Geyer schmückten sich zur Hochzeit ihres Bruders.
225,Zweig,Stefean,Die Schachnovelle,1943,"Romane, Novellen und Erzählungen",Stefan_Zweig_-_Schachnovelle.txt,"Auf dem großen Passagierdampfer, der um Mitternacht von New York nach Buenos Aires abgehen sollte, herrschte die übliche Geschäftigkeit und Bewegung der letzten Stunde."
226,Willkomm, Ernst,Reeder und Matrose,1857,"Romane, Novellen und Erzählungen",Ernst_Willkomm_-_Reeder_und_Matrose.txt,"Nach einem heftigen Gewitter, das unter Sturm und Regen über die Niederelbe von Süden nach Norden zog, trat ein erquickend milder Abend ein. "
227,Hyan, Hans,Der Rächer,1925,"Krimis, Thriller, Spionage",Hans_Hyan_-_Der_Rächer.txt,"Der Regulator schlug gerade sechs, als Heinz Marquardt erwachte."
228,Bröger, Karl,Das Buch vom Eppele,1926,Historische Romane und Erzählungen,Karl_Bröger_-_Das_Buch_vom_Eppele.txt,"Herr Arnold von Gailing, Reichslehenmann auf Feste Wald bei Gunzenhausen und Burgherr von Gailnau, Illesheim, Röllinghausen und Drameysl im fränkischen Land, durfte sich nur etlicher Wochen seines erstgeborenen Sohnes freuen."
229,Bernoulli, Carl Albrecht,Ull,1931,"Romane, Novellen und Erzählungen",Carl_Albrecht_Bernoulli_-_Ull.txt,Auf der Hohen Koppe war Pulverschnee gefallen. 
230,Ganghofer, Ludwig,Das Kasermanndl,1911,"Romane, Novellen und Erzählungen",Ludwig_Ganghofer_-_Das_Kasermanndl.txt,Zur Sommerzeit mag es kaum ein schöneres Flecklein Erde geben als den Roßmooserhof.
231,Hauff, Wilhelm,"Der Mann im MondOder der Zug des Herzens ist des Schicksals Stimme, nebst der Kontrovers-Predigt über H. Clauren und den Mann im Mond",1825,"Märchen, Sagen, Legenden","Hauff,_Wilhelm_-_Der_Mann_im_MondOder_der_Zug_des_Herzens_ist_des_Schicksals_Stimme,_nebst_der_Kontr-13451.txt","Über Freilingen lag eine kalte, stürmische Novembernacht; der Wind rumorte durch die Straßen, als seie er allein hier Herr und Meister, und eine löbliche Polizeiinspektion habe nichts über den Straßenlärm zu sagen."
232,Holtei, Karl von,Der letzte Komödiant - Dritter Teil,1863,"Romane, Novellen und Erzählungen",Karl_von_Holtei_-_Der_letzte_Komödiant_-_Dritter_Teil.txt,"Im Hoftheater zu D. wurde »Das Bild,« ein Trauerspiel von Ernst von Houwald aufgeführt."
233,Mereau,Sophie,Amanda und Eduard,1803,"Romane, Novellen und Erzählungen",Sophie_Mereau_-_Amanda_und_Eduard.txt,"Ich habe den geliebten, vaterländischen Boden wieder betreten, und bin Dir nun wieder um vieles näher, meine Julie! "
234,Meier, Emerenz,Die Madlhüttler,1897,"Romane, Novellen und Erzählungen",Emerenz_Meier_-_Die_Madlhüttler.txt,"Frühling war es geworden im Waldgebirge, das schon sechs Monate hindurch unter der grimmigen Herrschaft des Winters getrauert hatte."
235,Adlersfeld-Ballestrem, Eufemia von,Rosazimmer,1920,"Romane, Novellen und Erzählungen",Eufemia_von_Adlersfeld-Ballestrem_-_Rosazimmer.txt,"Der Schnellzug Rom-Wien donnerte, von Mestre kommend, über die Eisenbahnbrücke, die das Festland mit Venedig verbindet, um von dort, nach kurzer Rast, denselben Weg bis Mestre zurückzunehmen und dann die Reise über Pontebba-Villach fortzusetzen."
236,Heyse, Paul,Novellen und Terzinen. Siebente Sammlung der Novellen,1868,"Romane, Novellen und Erzählungen",Paul_Heyse_-_Novellen_und_Terzinen._Siebente_Sammlung_der_Novellen.txt,Einem jungen Förster im Badischen nahe bei Kehl war seine liebe Frau im ersten Wochenbette gestorben und hatte bald darauf das Kind sich nachgezogen. 
237,Pfeffel, Gottlieb Konrad,Prosaische Versuche / 2. Theil,1810,"Romane, Novellen und Erzählungen",Gottlieb_Conrad_Pfeffel_-_Prosaische_Versuche_|_2._Theil.txt,"Marianens Geschichte ist buchstäblich wahr; der Freund dieser Unglücklichen, der sie aufgesezt hat, haftet mit seiner Ehre für ihre Aechtheit."
238,Meding, Oskar,Plewna,1884,"Romane, Novellen und Erzählungen",Gregor_Samarow_-_Plewna.txt,"An der Kuschitza, südöstlich von Plewna in Bulgarien, einige Meilen von Gorni-Studen entfernt, das später durch das Hauptquartier des Kaisers Alexander weltbekannt werden sollte, liegt das bulgarische Dorf Muschina, ein für die Verhältnisse der dortigen Gegend wohlhabender und ziemlich stark bevölkerter Ort."
239,Tieck, Ludwig,Liebeswerben,1839,"Romane, Novellen und Erzählungen",Ludwig_Tieck_-_Liebeswerben.txt,"Es war in den hellen Frühlingstagen, als sich am Rhein zwei Schul- und Universitätsfreunde wieder fanden."
240,Weiß, Ernst,Franziska,1916,"Romane, Novellen und Erzählungen",Ernst_Weiß_-_Franziska.txt,Eine Mutter starb.
241,Nordhausen, Richard,Das Gespenst,1896,"Romane, Novellen und Erzählungen",Richard_Nordhausen_-_Das_Gespenst.txt," »Daß Sie aber nie wieder von ihm gehört haben –« »Nein, nie wieder.« "
242,Salzmann, Christian Gotthilf,Ausführliche Erzählung wie Ernst Haberfeld aus einem Bauer ein Freiherr geworden ist,1845,"Romane, Novellen und Erzählungen",Christian_Gotthilf_Salzmann_-_Ausführliche_Erzählung_wie_Ernst_Haberfeld_aus_einem_Bauer_ein_Freiher.txt,"Die irdischen Güter sind, wie wir alle wissen, sehr ungleich unter die Menschen vertheilt; einer hat fast alles, der andere nichts bekommen."
243,Gerstäcker, Friedrich,Eine MutterRoman im Anschluß an »die Colonie«,1867,"Romane, Novellen und Erzählungen","Gerstäcker,_Friedrich_-_Eine_MutterRoman_im_Anschluß_an_»die_Colonie«-45977.txt",Ein gar reges und geräuschvolles Leben und Treiben erfüllte heute die überhaupt nicht unbedeutende und besonders viel von Fremden besuchte Provinzialstadt Haßburg.
244,Daiber, Albert,Die Weltensegler. Drei Jahre auf dem Mars.,1910,Science Fiction,"Daiber,_Albert_-_Die_Weltensegler._Drei_Jahre_auf_dem_Mars.-41522.txt","Der glänzende Abendstern, die Venus, war im Westen untergegangen."
245,Herzog, Rudolf,Wieland der Schmied,1924,"Romane, Novellen und Erzählungen",Rudolf_Herzog_-_Wieland_der_Schmied.txt,"Dieses war das Bild, das Friedrich Thorsberg vor Augen sah, wo er ging und stand, unter den Menschen und in der Einsamkeit ... dieses war das Bild: Windgepeitscht der Abend."
246,Kohlhaas, Michael,Der zweite Schuß,1926,"Humor, Satire",Michael_Kohlhaas_-_Der_zweite_Schuß.txt,Traf ich beim ersten Mal ins Schwarze?
247,Zweig, Stefan,Die unsichtbare Sammlung,1929,"Romane, Novellen und Erzählungen",Stefan_Zweig_-_Die_unsichtbare_Sammlung.txt,"Zwei Stationen hinter Dresden stieg ein älterer Herr in unser Abteil, grüßte höflich und nickte mir dann, aufblickend, noch einmal ausdrücklich zu wie einem guten Bekannten."
248,Kraft, Robert,"Die Vestalinnen, Band 3",1903,Spannung und Abenteuer,"Robert_Kraft_-_Die_Vestalinnen,_Band_3.txt","Die ›Vesta‹ wie der ›Amor‹ lagen auf ihrem alten Ankerplatze im Hafen von Scha-tou, und die Besatzungen erwarteten sehnsüchtig die Rückkunft des Mister Wood oder doch wenigstens ein Zeichen, daß es ihm gelungen sei, die Spur der beiden Mädchen aufzufinden."
